Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
116,bn2na2fcwyp10jtv0l8tgx0id,130655,N. Ouammou,Nassim Ouammou,Left Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,487110,Nassim,Ouammou,Left Back,24,1705,31,59.0%,3.22,1.21,0.05,0.21,3.17,1.95,1.74,20.0%,31.0%,2.01,17.05,0.05,65.0%,78.2%,15.1%,3.54,42,right,0.01,0.00,0.05,0.90,Left Back,0.00,0.00,0.00,0.11,0.11,1.32,0.90,0.05,0.26,0.16,0.63,5.23,5.49,8.34,19.06,0.58,0.21,0.42,0.69,22.17,4.28,0.63,0.84,4.54,3.80,1.48,8.82,5.01,0.58,0.69,2.22,0.00,0.01,0.00,0.05,1.32,43.9%,3.01,18.1,6.86,8.13,30.25,8.71,8.45,7.23,20.69,44.08,45.82,81.82,55.00,80.1%,79.3%,0.58,0.00,0.08,0.05,0.01,0.26,0.37,0.11,28.6%,36.0%,51.5%,57.1%,6.07
118,ee7vqdvs5yow5aa571bkr5ka1,468740,T. Awany,Timothy Awany,Right Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,243409,Timothy,Awany,Right Centre Back,23,1703,27,54.3%,2.43,0.48,0.00,0.00,1.64,3.86,1.11,0.0%,33.3%,0.16,1.37,0.00,58.7%,82.0%,17.5%,3.54,4,,0.04,0.00,0.00,0.37,Right Centre Back,0.00,0.00,0.00,0.00,0.16,1.90,0.05,0.00,0.00,0.32,0.53,3.49,0.37,2.80,6.66,0.05,0.48,0.16,0.21,8.09,2.33,1.32,1.06,2.75,1.11,2.38,5.07,3.96,0.05,0.05,0.16,0.00,0.00,0.00,0.00,0.05,33.3%,0.16,21.4,0.48,0.32,10.99,0.53,6.29,3.49,13.74,31.71,26.37,49.10,37.42,84.7%,90.0%,0.05,0.00,0.01,0.00,0.04,0.32,0.37,0.00,0.0%,45.5%,54.2%,44.4%,4.17
119,appcw385qvuta7azosu1qe311,290722,I. Eliyahu,Inon Eliyahu,Right Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433711,Inon,Eliyahu,Right Back,26,1700,30,64.6%,2.54,0.85,0.00,0.16,1.54,1.85,1.48,14.3%,7.7%,2.75,13.24,0.16,59.0%,75.2%,17.8%,2.33,22,,0.08,0.00,0.05,0.90,Right Back,0.11,0.00,0.00,0.00,0.26,1.16,0.95,0.00,0.26,0.53,1.01,5.14,5.61,9.21,19.96,0.58,1.11,0.32,0.42,11.22,3.81,1.59,1.32,4.29,3.49,2.91,8.10,4.61,0.64,0.21,2.75,0.00,0.00,0.00,0.05,0.48,30.0%,1.59,18.3,3.55,5.88,17.15,4.66,6.04,3.28,14.72,24.25,29.91,59.08,33.83,71.7%,76.1%,0.64,0.05,0.04,0.11,0.08,0.74,0.79,0.21,26.7%,47.4%,52.9%,45.5%,3.65
120,1k6t149nkiqw3nnvzyqoys3x1,298017,M. Plakushchenko,Maxim Plakushchenko,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,225793,Maxim,Plakushchenko,Central Midfielder,28,1698,28,58.1%,1.64,1.75,0.16,0.42,2.92,0.69,1.01,14.0%,26.1%,1.80,28.57,0.69,68.4%,74.5%,11.6%,3.07,7,right,0.26,0.05,0.00,0.64,Central Midfielder,0.16,0.00,0.00,0.00,0.16,0.32,3.45,0.16,1.59,1.27,0.53,1.64,9.12,9.17,19.93,2.81,2.39,0.37,0.42,27.35,4.13,1.59,1.96,4.08,4.03,3.55,8.22,4.19,2.92,1.27,4.88,0.16,0.00,0.11,0.21,0.58,52.4%,1.11,18.1,12.77,14.15,37.69,16.86,5.94,10.28,20.78,38.00,41.02,69.65,50.94,74.6%,76.8%,2.92,0.11,0.35,0.32,0.26,2.28,3.13,1.01,32.2%,31.6%,49.7%,55.2%,4.45
121,bqly7uspmwn08tg02n9g3zklw,878007,I. Boganim,Itay Boganim,Right Winger,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,532018,Itay,Boganim,Right Winger,34,1695,23,57.7%,2.76,0.58,0.21,0.64,3.08,0.05,1.96,0.0%,9.8%,2.18,15.93,0.21,60.7%,68.6%,6.4%,0.42,17,,0.12,0.21,0.00,1.59,Right Winger,0.00,0.00,0.00,0.00,0.37,0.74,0.85,0.00,0.32,0.42,1.22,1.38,8.65,6.32,16.35,0.58,2.87,0.16,0.21,6.96,8.71,2.02,1.17,6.37,9.19,3.19,15.08,5.89,0.74,0.21,2.18,0.00,0.02,0.00,0.27,2.02,36.2%,5.58,15.1,3.98,7.54,10.57,5.89,1.27,1.65,4.83,9.45,15.24,35.89,14.07,67.2%,67.6%,0.74,0.16,0.06,0.00,0.12,0.64,1.06,0.21,20.0%,41.0%,42.3%,36.7%,5.89
122,2rtx5fdppxirmf6sttk0uqz56,778420,T. Muzi,Timothy Muzi,Right Attacking Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512260,Timothy,Muzi,Right Attacking Midfielder,26,1685,22,60.5%,2.30,0.85,0.05,0.32,1.66,0.37,1.87,13.8%,25.0%,2.19,22.17,0.05,67.3%,74.3%,6.4%,0.80,14,,0.24,0.32,0.05,1.01,Right Attacking Midfielder,0.11,0.00,0.00,0.00,0.21,0.43,1.66,0.00,0.27,0.91,2.99,1.66,8.65,5.02,15.33,1.34,4.70,0.11,0.27,12.66,5.13,1.01,1.23,7.05,8.12,2.24,12.18,4.06,1.44,0.59,2.35,0.00,0.05,0.11,0.27,1.01,36.5%,2.78,16.1,7.53,13.62,17.41,10.58,1.82,3.10,6.04,19.39,26.81,48.66,25.85,75.0%,71.6%,1.44,0.11,0.19,0.21,0.24,1.55,2.08,0.64,30.8%,52.1%,57.9%,54.8%,3.63
123,5yx3g1n3p9phts2w33mofqcix,510964,R. Hatuel,Rotem Hatuel,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,433686,Rotem,Hatuel,Centre Forward,31,1662,26,66.7%,0.97,0.38,0.00,0.60,1.14,0.11,1.14,25.7%,54.5%,0.54,16.68,0.16,73.5%,76.3%,6.2%,0.60,77,,0.40,0.92,0.00,0.54,Centre Forward,0.43,0.00,0.00,0.00,0.27,0.27,0.87,0.00,0.32,1.08,1.19,0.81,6.34,4.55,11.70,1.25,5.69,0.11,0.22,8.45,5.58,1.25,0.32,3.57,6.77,1.57,9.15,2.38,1.30,0.32,0.60,0.05,0.02,0.32,1.08,0.92,36.2%,2.55,15.5,5.20,8.50,11.37,6.82,0.65,2.17,4.06,13.54,19.77,34.33,17.55,77.2%,76.8%,1.30,0.05,0.11,0.49,0.40,1.90,2.65,0.81,30.6%,35.5%,39.1%,20.7%,2.76
124,o4td8qsz55jn4kil1qtg0d1w,902922,N. Yehoshua,Niv Yehoshua,Central Midfielder,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579147,Niv,Yehoshua,Central Midfielder,20,1661,19,56.4%,2.98,0.92,0.05,0.70,3.58,0.81,2.33,18.2%,26.7%,0.60,12.41,0.22,70.0%,79.0%,8.7%,1.57,28,,0.05,0.00,0.11,1.63,Central Midfielder,0.00,0.00,0.00,0.05,0.05,1.30,0.92,0.11,0.60,0.43,0.60,2.93,3.79,8.18,14.90,1.08,0.81,0.11,0.16,18.26,5.47,1.08,1.25,5.15,4.12,2.33,10.62,6.50,1.14,0.22,0.81,0.00,0.00,0.00,0.00,0.98,54.5%,1.79,16.3,6.07,5.26,24.71,7.80,5.36,5.64,14.14,31.86,28.83,57.60,41.67,76.5%,77.8%,1.14,0.05,0.08,0.11,0.05,0.60,1.19,0.16,13.6%,35.5%,48.5%,53.5%,6.50
125,kvny4bvfkzrpm0vi8u391qeh,483606,M. Shaker,Muhamad Shaker,Right Attacking Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,227447,Muhamad,Shaker,Right Attacking Midfielder,29,1658,27,44.0%,1.36,1.14,0.05,0.65,2.44,0.22,1.36,18.2%,19.2%,3.58,21.77,0.05,71.4%,71.6%,4.7%,0.49,16,,0.15,0.92,0.00,1.41,Right Attacking Midfielder,0.11,0.00,0.00,0.00,0.27,0.16,1.74,0.00,0.05,0.27,0.43,2.28,9.07,6.13,17.48,1.41,4.61,0.11,0.16,11.78,5.21,0.87,0.87,3.80,5.65,1.74,9.01,3.37,1.47,0.81,4.23,0.05,0.03,0.27,0.43,1.14,40.4%,2.82,15.3,8.14,13.62,16.99,10.80,1.52,2.77,6.57,17.86,25.95,43.91,25.19,70.9%,76.1%,1.47,0.05,0.15,0.11,0.15,0.60,1.30,0.33,25.0%,54.5%,42.2%,50.0%,4.83
126,aeye6v28onph82wa696vuk9as,982014,A. Ganah,Amir Ganah,Left Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,598898,Amir,Ganah,Left Midfielder,35,1652,19,45.5%,1.20,1.04,0.05,0.54,2.02,0.22,0.82,7.9%,26.5%,3.38,28.60,0.22,75.5%,81.5%,8.0%,1.80,16,right,0.17,0.22,0.00,0.44,Left Midfielder,0.11,0.00,0.00,0.00,0.11,0.33,2.89,0.00,1.25,1.20,1.09,1.25,10.24,4.58,16.07,1.80,3.21,0.49,0.54,17.00,4.96,0.38,0.16,4.63,7.79,0.54,9.59,1.80,2.12,1.20,4.52,0.27,0.03,0.05,0.33,2.56,42.7%,5.99,17.9,11.33,16.51,21.14,13.78,1.09,4.25,7.30,25.55,34.32,53.55,30.67,83.3%,83.2%,2.12,0.33,0.22,0.16,0.17,2.07,2.45,0.87,35.6%,28.0%,48.3%,30.0%,4.19
127,7cb83xffdcj48ul18gs8a0kmi,732385,E. Azoulay,Ethane Azoulay,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512603,Ethane,Azoulay,Central Midfielder,20,1650,22,53.8%,2.13,1.04,0.22,0.76,2.89,0.55,1.80,12.1%,35.3%,1.15,19.47,0.38,65.5%,74.8%,8.3%,1.58,19,,0.21,0.27,0.00,1.69,Central Midfielder,0.11,0.00,0.00,0.00,0.16,0.60,1.85,0.05,0.87,0.93,1.20,1.58,6.65,6.55,14.78,0.98,2.62,0.22,0.27,17.07,5.13,0.71,0.65,5.02,5.62,1.36,10.15,4.53,1.09,0.65,1.85,0.16,0.00,0.05,0.16,1.36,49.0%,2.78,16.2,7.58,9.22,23.45,10.80,3.11,4.91,10.36,29.45,33.49,55.42,37.58,78.4%,70.9%,1.09,0.11,0.17,0.22,0.21,1.80,2.18,0.87,40.0%,40.0%,49.5%,48.0%,5.02
128,bove42an1qhetz62vgmgkt2ad,204693,M. Adiléhou,Moise Adiléhou,Central Defender,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,233886,Moise,Adiléhou,Central Defender,22,1644,28,71.4%,2.68,0.60,0.00,0.11,2.14,3.78,0.93,0.0%,0.0%,0.16,1.70,0.11,54.7%,81.6%,14.4%,2.96,92,right,0.03,0.00,0.05,0.88,Central Defender,0.00,0.00,0.00,0.05,0.11,1.64,0.11,0.00,0.00,0.11,0.44,3.07,0.44,2.96,6.46,0.38,0.77,0.16,0.16,8.05,2.03,0.71,1.59,3.18,1.04,2.30,5.20,4.16,0.38,0.00,0.16,0.00,0.00,0.05,0.05,0.22,80.0%,0.27,19.5,0.49,0.27,11.00,0.66,6.84,3.01,12.04,32.90,23.49,49.87,38.43,85.6%,75.0%,0.38,0.00,0.01,0.00,0.03,0.16,0.27,0.05,20.0%,65.0%,61.1%,69.0%,5.86
128,2roqgf2dh8te13l4r40w0itat,185527,O. Khattab,Obeida Khattab,Central Defender,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,221940,Obeida,Khattab,Central Defender,20,1644,31,55.6%,2.46,0.44,0.00,0.00,1.59,3.72,0.82,12.5%,0.0%,0.05,0.82,0.05,35.6%,75.2%,20.3%,4.32,40,,0.04,0.00,0.00,1.75,Central Defender,0.00,0.00,0.00,0.00,0.49,1.70,0.00,0.00,0.05,0.27,0.22,5.80,0.22,6.30,12.32,0.00,0.49,0.44,0.66,10.78,3.94,1.64,2.08,3.39,1.59,3.72,7.34,5.75,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.27,71.4%,0.38,22.0,0.16,0.27,17.52,0.16,11.77,3.61,19.60,36.51,30.60,59.12,47.90,76.2%,100.0%,0.00,0.00,0.00,0.05,0.04,0.44,0.49,0.16,33.3%,56.5%,46.3%,55.9%,3.89
130,8a01f3wjx5fg8xwl1n32ylhat,197588,J. Sebban,Jordan Sebban,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,434827,Jordan,Sebban,Central Midfielder,20,1635,27,44.0%,1.38,0.83,0.00,0.28,3.41,1.65,1.82,0.0%,20.0%,0.77,8.20,0.11,66.7%,80.6%,13.6%,3.63,97,right,0.01,0.00,0.11,1.27,Central Midfielder,0.00,0.00,0.00,0.00,0.33,1.21,0.55,0.00,0.39,0.39,0.39,1.71,2.31,7.38,11.39,0.99,0.39,0.50,0.61,20.09,4.40,1.05,1.10,3.69,2.97,2.15,8.09,5.12,0.99,0.17,0.83,0.00,0.00,0.00,0.00,0.39,46.7%,0.83,18.4,4.51,3.80,26.26,5.72,6.94,6.11,14.26,36.39,32.92,56.70,44.81,81.2%,81.2%,0.99,0.00,0.06,0.00,0.01,0.50,0.61,0.11,18.2%,39.3%,45.6%,51.3%,5.67
131,30df1jqn4zw2e5xzlv25nejf9,195516,J. Abu Hanna,Joël Abu Hanna,Left Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,218356,Joël,Abu Hanna,Left Centre Back,24,1624,26,67.1%,4.21,0.72,0.06,0.00,1.50,3.77,1.94,0.0%,14.3%,0.39,3.16,0.00,57.9%,83.6%,12.6%,2.72,17,left,0.01,0.00,0.00,1.22,Left Centre Back,0.00,0.00,0.00,0.00,0.44,2.49,0.39,0.00,0.06,0.17,0.94,4.32,1.22,5.49,11.03,0.22,0.55,0.28,0.44,14.63,4.54,2.38,3.82,6.71,2.16,6.21,11.25,9.09,0.22,0.06,0.39,0.00,0.00,0.00,0.00,0.17,50.0%,0.33,19.5,1.00,0.89,20.34,1.33,11.19,5.82,20.06,42.67,35.75,67.11,51.82,82.4%,75.0%,0.22,0.00,0.03,0.00,0.01,0.17,0.22,0.00,0.0%,47.9%,59.6%,61.6%,3.71
132,a7fohxcubrg6xo782vcag99wq,627987,M. Wolff,Marco Wolff,Goalkeeper,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,441585,Marco,Wolff,Goalkeeper,18,1620,27,77.8%,1.00,0.39,0.06,0.00,0.00,0.89,0.06,-,-,0.00,0.00,0.00,32.7%,-,42.3%,3.78,34,,0.00,0.00,0.11,0.11,Goalkeeper,0.00,1.50,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.06,7.28,0.00,0.00,7.28,0.06,0.00,0.06,0.06,2.28,0.22,0.06,0.61,0.78,0.00,0.67,1.00,0.94,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,0.00,28.4,0.00,0.00,7.00,0.00,7.00,0.00,13.67,18.11,11.83,36.00,25.11,72.1%,-,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,33.3%,77.8%,91.7%,1.56
133,71tbh31kcu0b3wtklis8bofs9,611750,M. Jaber,Mahmoud Jaber,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,543388,Mahmoud,Jaber,Central Midfielder,25,1582,24,69.1%,3.13,1.42,0.00,0.40,3.75,0.51,3.70,0.0%,20.0%,0.57,16.38,0.23,78.2%,85.7%,8.9%,3.64,26,,0.05,0.06,0.11,1.93,Central Midfielder,0.00,0.00,0.00,0.00,0.28,1.42,0.85,0.00,0.11,0.34,2.50,2.05,4.38,4.89,11.32,0.74,2.10,0.63,0.80,25.49,6.49,0.97,0.40,7.91,7.00,1.37,14.39,7.40,0.91,0.11,0.57,0.00,0.00,0.00,0.00,1.31,52.3%,2.50,17.1,8.99,9.22,30.04,10.98,4.89,6.26,12.29,44.43,40.28,70.88,50.35,88.2%,81.9%,0.91,0.17,0.09,0.00,0.05,0.46,0.80,0.11,14.3%,45.9%,54.9%,29.2%,6.88
134,6ogd8jmytb5ed5bfs015zk8vd,539513,S. Bilenkyi,Stanislav Bilenkyi,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,422305,Stanislav,Bilenkyi,Centre Forward,25,1577,25,62.5%,0.91,0.63,0.11,0.86,1.08,0.86,0.86,4.2%,42.9%,0.40,20.43,0.23,58.9%,65.0%,2.9%,0.40,9,right,0.23,0.23,0.00,1.60,Centre Forward,0.00,0.00,0.00,0.00,0.23,0.11,1.03,0.00,0.17,0.74,1.54,0.29,8.56,5.82,14.67,0.97,6.16,0.06,0.06,10.16,8.10,2.23,1.83,5.71,10.84,4.05,13.81,2.97,1.14,0.17,0.40,0.06,0.02,0.40,1.08,1.48,38.2%,3.88,13.0,7.02,10.73,15.87,10.67,0.68,1.60,4.11,15.35,19.86,40.12,21.86,70.2%,65.8%,1.14,0.17,0.15,0.06,0.23,1.37,1.71,0.63,36.7%,50.0%,41.3%,45.1%,2.51
135,3wnbr48t2n3y7djzpz9lu309g,953267,G. Deznet,Guy Deznet,Right Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579160,Guy,Deznet,Right Back,28,1568,18,54.2%,3.39,0.69,0.06,0.34,1.61,1.26,2.81,0.0%,30.0%,2.87,17.85,0.00,66.9%,76.9%,9.7%,1.32,26,,0.01,0.00,0.06,0.92,Right Back,0.00,0.00,0.00,0.00,0.00,0.98,1.15,0.00,0.06,0.06,0.46,3.73,6.37,5.28,15.38,0.75,1.32,0.17,0.29,13.55,4.48,0.57,0.86,4.76,3.44,1.43,9.24,5.80,0.86,0.86,2.87,0.00,0.00,0.00,0.06,0.63,50.0%,1.26,16.6,6.37,8.90,18.60,8.44,3.67,3.96,12.05,26.52,28.35,57.86,33.81,78.4%,76.0%,0.86,0.11,0.09,0.00,0.01,0.11,0.23,0.06,25.0%,46.8%,51.6%,60.0%,4.99
136,8ho4skixzdtelhpd4zwis2d0q,725581,O. Biton,Ofek Biton,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491373,Ofek,Biton,Central Midfielder,23,1558,24,55.6%,1.56,1.04,0.17,0.69,2.14,1.04,1.50,13.8%,36.4%,0.64,14.56,0.46,68.4%,73.9%,11.4%,2.43,15,,0.21,0.06,0.00,0.87,Central Midfielder,0.12,0.00,0.00,0.00,0.12,0.58,2.25,0.06,0.64,0.81,0.81,1.04,4.33,6.24,11.61,1.39,2.25,0.40,0.46,14.79,5.49,2.20,0.87,3.93,5.83,3.06,9.42,3.58,1.68,0.46,1.27,0.00,0.05,0.06,0.06,0.75,36.1%,2.08,17.3,6.53,7.91,19.93,8.66,3.35,6.01,9.59,24.03,25.53,45.87,30.39,79.1%,75.3%,1.68,0.29,0.18,0.23,0.21,1.68,1.91,0.87,45.5%,41.7%,41.7%,28.3%,4.39
137,bal6fetsu9dmfjtbjfp4d16mt,145536,O. Davidzada,Ofir Davidzada,Left Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,87604,Ofir,Davidzada,Left Back,26,1551,33,60.0%,2.32,1.04,0.06,0.17,2.73,1.10,1.51,14.3%,31.3%,1.57,20.43,0.12,80.6%,86.1%,7.5%,2.44,27,left,0.03,0.00,0.00,0.70,Left Back,0.00,0.00,0.00,0.00,0.12,1.62,1.68,0.00,0.17,0.35,0.46,3.37,4.29,5.92,13.58,1.04,0.99,0.29,0.29,27.74,2.38,0.46,0.93,3.83,2.32,1.39,6.21,3.89,1.16,0.58,1.86,0.06,0.01,0.12,0.12,0.93,61.5%,1.51,16.7,11.03,11.61,33.02,12.59,6.32,8.53,20.08,49.09,46.31,77.87,57.10,86.0%,88.0%,1.16,0.12,0.19,0.06,0.03,0.41,0.41,0.06,14.3%,58.3%,61.7%,66.7%,5.11
138,b88284s4mp8la92plmqyaouz9,248895,T. Altman,Tomer Altman,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429572,Tomer,Altman,Central Midfielder,28,1537,26,54.5%,1.29,0.94,0.12,0.41,2.81,1.23,1.23,0.0%,11.1%,0.53,10.60,0.23,68.4%,77.9%,9.8%,1.76,10,,0.02,0.00,0.00,0.70,Central Midfielder,0.00,0.00,0.00,0.00,0.12,1.29,0.94,0.00,0.47,0.41,0.41,2.87,3.04,7.67,13.58,0.35,0.35,0.06,0.12,17.45,3.22,1.00,0.64,2.64,2.69,1.64,5.86,3.16,0.41,0.06,0.53,0.00,0.00,0.06,0.06,0.35,27.3%,1.29,17.7,6.09,5.56,24.65,7.61,6.68,7.03,17.10,35.48,31.97,57.27,45.56,77.9%,80.6%,0.41,0.06,0.07,0.00,0.02,0.59,0.76,0.18,23.1%,36.4%,45.0%,39.3%,5.80
139,f1g68yocf85lxkf17pt2j7v85,147533,C. Robertson,Clark Robertson,Right Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,82670,Clark,Robertson,Right Centre Back,19,1532,30,53.5%,2.53,0.59,0.06,0.00,1.59,3.47,0.88,33.3%,-,0.00,1.12,0.00,51.3%,81.0%,15.1%,4.35,5,left,0.04,0.00,0.00,0.59,Right Centre Back,0.12,0.00,0.00,0.00,0.18,0.94,0.00,0.00,0.00,0.23,0.00,3.17,0.29,3.58,7.05,0.06,0.76,0.47,0.53,11.34,2.35,1.17,2.06,3.00,1.06,3.23,5.35,4.29,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.06,50.0%,0.12,21.7,0.29,0.12,15.33,0.53,10.69,4.99,16.68,40.77,32.19,55.69,47.17,86.4%,55.6%,0.06,0.00,0.01,0.12,0.04,0.35,0.35,0.12,33.3%,32.0%,56.0%,63.6%,3.58
139,d250qr9jyk8yjt0k6b44kohgq,834547,I. Tamam,Ilay Tamam,Central Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512561,Ilay,Tamam,Central Midfielder,23,1532,23,62.0%,2.94,1.12,0.06,0.18,2.11,2.00,1.82,10.0%,21.1%,1.23,12.40,0.12,69.2%,81.1%,11.4%,1.70,18,,0.08,0.29,0.00,1.23,Central Midfielder,0.06,0.00,0.00,0.00,0.23,1.53,0.65,0.00,0.47,0.29,0.76,3.64,4.23,6.29,14.16,0.94,0.47,0.06,0.06,13.69,4.23,0.65,1.06,4.52,3.76,1.70,8.75,4.99,1.06,0.47,2.23,0.06,0.00,0.06,0.12,0.88,45.5%,1.94,16.6,4.70,5.70,18.27,5.87,3.99,3.47,11.93,25.14,23.73,54.58,32.96,76.3%,81.6%,1.06,0.12,0.06,0.06,0.08,0.59,0.65,0.29,45.5%,40.4%,51.7%,62.1%,4.99
