Player,Age,Passport country,Position,League,Minutes played,Assists per 90,Back passes per 90,Crosses per 90,Crosses to goalie box per 90,Deep completed crosses per 90,Deep completions per 90,Defensive duels per 90,Dribbles per 90,Duels per 90,Forward passes per 90,Goals,Goals per 90,Interceptions per 90,Key passes per 90,Long passes per 90,Matches played,Passes per 90,Passes to final third per 90,Passes to penalty area per 90,Progressive passes per 90,Progressive runs per 90,Received long passes per 90,Received passes per 90,Second assists per 90,Shot assists per 90,Shots blocked per 90,Shots per 90,Sliding tackles per 90,Successful attacking actions per 90,Successful defensive actions per 90,Through passes per 90,Touches in box per 90,xA,xA per 90,xG,xG per 90
D. Denisov,20,Russia,RB,Russia 1,2333,0.08,8.68,2.12,0.27,0.54,0.73,8.45,1.27,16.24,15.86,1,0.04,4.05,0.35,3.24,29,46.41,4.4,2.58,8.29,1.54,2.24,34.72,0.08,0.66,0.23,0.69,0.08,1.35,8.6,0.39,1.66,1.91,0.07,1.29,0.05
Amir Al-Ammari,25,"Sweden, Iraq","LCMF, RCMF",Sweden1,1371,0.13,10.44,1.77,0.33,1.05,0.79,7.42,1.12,17.99,12.41,1,0.07,4.07,0.2,6.17,23,45.69,8.47,3.35,8.14,0.59,0.39,35.12,0.13,1.31,0.13,1.18,0.72,1.84,8.67,1.31,0.46,1.95,0.13,0.51,0.03
Rodrigo Pinheiro,20,Portugal,RB,Portugal 2,1825,0.1,5.08,2.32,0.1,0.39,0.79,9.76,3.06,20.42,14.15,2,0.1,4.29,0.3,3.5,27,36.1,5.97,2.52,7.05,2.07,1.73,23.33,0.05,0.59,0.1,0.69,0.15,2.66,11.24,1.04,1.63,1.24,0.06,1.44,0.07
A. Egorychev,30,Russia,"LAMF, RB, LW",Russia 1,1760,0.1,6.29,2.05,0.26,0.66,1.43,5.42,3.48,18.56,8.9,2,0.1,3.53,0.46,2.3,21,28.23,3.22,3.48,5.06,1.74,1.89,18.56,0,0.77,0.2,1.13,0.05,3.22,6.44,0.87,2.81,2.56,0.13,3.04,0.16
José Naranjo,28,Spain,"LW, CF, LAMF",Spain 2,1956,0.09,5.84,0.64,0.09,0.23,0.74,4.92,2.21,17.67,3.87,2,0.09,2.35,0.41,0.69,30,20.98,1.66,0.64,2.39,1.56,0.92,15.78,0,0.78,0.05,2.25,0.05,1.89,5.15,0.37,3.22,1.77,0.08,5.26,0.24
Y. Tejeda,31,Costa Rica,"LCMF, RCMF, DMF",Costa Rica 1,2246,0.08,4.89,0.68,0.04,0.32,0.8,5.21,0.72,14.87,14.47,3,0.12,4.65,0.28,5.17,26,38.39,7.61,1.92,7.41,0.36,0.44,22.96,0.04,0.68,0.52,0.88,0.88,1.36,8.66,1.2,0.76,1.8,0.07,2.81,0.11
E. Sahiti,24,"Kosovo, Albania","RAMF, RW",Croatia 1,1328,0.14,7.05,4.34,0.47,1.08,1.29,6.51,6.51,22.91,11.18,3,0.2,4.34,0.61,3.12,20,36.94,4.34,4.41,6.64,2.37,1.36,23.79,0.07,1.36,0.2,1.49,0.54,5.22,8.95,1.02,3.59,2.56,0.17,1.64,0.11
M. Cafaro,25,France,"RW, RWB, LW",France 2,1262,0.14,7.7,3.85,0.43,0.86,1,6.7,6.06,19.11,7.42,3,0.21,3.49,0.64,1.28,23,29.81,3.28,3.92,5.35,2.85,1.85,22.75,0,1.43,0,2.78,0.29,4.78,7.13,0.64,2.71,2.25,0.16,2.4,0.17
M. Frýdek,31,Czech Republic,LB,Switzerland 1,1976,0.09,2.87,4.1,0.46,1.5,1.05,7.24,1.73,15.21,20.86,3,0.14,5.06,0.64,6.79,21,41.17,7.52,4.96,12.43,1.78,2.46,28.38,0.09,1.41,0.55,0.59,0.05,3.28,9.15,1.14,0.87,5.1,0.23,0.51,0.02
F. Magri,23,"France, Cameroon",CF,France 2,1129,0.16,3.91,0.8,0.16,0.32,0.48,4.7,3.99,30.93,3.67,7,0.56,2.39,0.4,0.16,17,15.94,2.07,0.96,1.59,1.2,2.39,11.16,0.08,0.48,0.08,3.35,0.4,3.83,4.3,0.32,4.46,1.25,0.1,7.39,0.59
Gabri Veiga,20,Spain,"RCMF, AMF",Spain 1,1679,0.11,3.97,1.39,0.11,0.54,1.13,7.4,3.38,18.6,9.97,9,0.48,2.89,0.38,1.72,26,28.2,3.97,2.3,4.72,1.88,0.59,21.12,0.05,0.86,0.05,2.47,0.11,3.97,6.86,0.91,2.68,2.19,0.12,5.34,0.29
F. Alves,31,Brazil,"RDMF, RCMF, LCMF",Portugal 2,1424,0.13,5.5,0.57,0,0.25,0.38,7.96,0.63,18.39,9.23,0,0,3.98,0.19,2.4,29,32.8,4.3,0.95,4.87,0.25,0.38,19.97,0.06,0.63,0.06,0.32,0.38,0.51,8.66,0.06,0.38,0.76,0.05,0.24,0.02
R. Araújo,24,"Uruguay, Spain","RCB, RB",Spain 1,1398,0.13,2.64,0.26,0,0.19,0.26,4.7,0.64,13.26,16.29,0,0,2.77,0.26,4.89,16,49.38,7.08,0.77,5.92,1.93,1.03,37.15,0.13,0.19,0.13,0.58,0.32,0.71,6.18,0.58,0.97,0.61,0.04,1.18,0.08
J. Gyau,30,"United States, Ghana","LWB, LB",Sweden1,1939,0.09,10.17,3.25,0.93,0.93,0.14,5.89,7.57,23.44,7.89,0,0,3.16,0.32,1.9,22,32.96,2.55,2.14,4.6,3.43,2.88,22.84,0,0.88,0.14,1.3,0.32,6.59,7.43,0.28,2,2.23,0.1,1.85,0.09
K. Adénon,37,Benin,"LCB, RCB",Cyprus 1,1994,0.09,2.13,0,0,0,0.19,4.17,0.33,11.47,17.49,1,0.05,5.64,0.09,4.93,24,40.57,4.41,0.38,8.06,1.04,0.47,26.68,0,0.14,0.76,0.43,0.09,0.28,8.82,0.52,0.76,0.3,0.01,1.7,0.08
João Carvalho,26,Portugal,"LCMF, RCMF, LDMF",Portugal 1,2477,0.07,4.76,0.73,0.15,0.29,0.73,6.29,1.85,13.3,10.94,1,0.04,3.71,0.33,3.78,29,33.94,5.74,1.67,4.8,0.87,0.65,23.51,0.07,1.09,0.36,1.09,0.4,1.71,7.63,1.05,0.98,2.79,0.1,1.34,0.05
V. Rosier,26,"France, Guadeloupe",RB,Turkey 1,2458,0.07,7.62,3,0.15,0.84,0.62,7.18,2.64,16.44,14.02,1,0.04,3.7,0.4,5.27,27,39.87,5.49,3.41,7.8,2.05,2.78,29.59,0.04,0.7,0.04,0.51,0.62,2.49,9.15,1.03,1.17,2.23,0.08,1.14,0.04
G. Magnée,23,Belgium,"LCMF, RCMF, RWB",Belgium 1,2198,0.08,4.18,1.39,0.12,0.37,0.61,8.23,2.78,19.12,11.38,3,0.12,5.08,0.25,3.77,29,33.66,4.83,1.8,6.31,0.86,0.78,19.98,0.04,0.61,0.16,1.02,0.37,2.46,10.07,0.94,0.94,1.66,0.07,1.56,0.06
A. Donkor,25,"Germany, Ghana","LWB, LB",Germany 2,2563,0.07,4.18,2.6,0.28,0.77,0.63,6.29,3.97,18.54,9.55,3,0.11,5.37,0.53,2.88,32,26.69,2.91,2.7,6.64,2.46,0.88,15.38,0,0.88,0.14,0.74,0.49,3.23,9.9,0.32,1.62,2.12,0.07,1.92,0.07
B. Jatta,24,Gambia,"RAMF, RWF, RW",Germany 2,1907,0.09,6.7,4.48,0.76,1.37,1.89,6.51,3.68,19.54,7.08,4,0.19,4.2,0.99,0.99,23,35.54,2.12,4.01,6.51,2.36,3.07,26.85,0,1.51,0.14,0.94,0.47,3.92,8.21,0.47,5,6.1,0.29,3.57,0.17
L. Sardal,28,Israel,"RCMF, RDMF",Ligat Haal,1790,0.1,3.87,1.01,0.1,0.1,0.3,7.09,1.16,16.04,10.41,4,0.2,4.07,0.3,1.96,25,28.81,3.62,1.26,4.47,0.65,0.65,19.56,0,0.35,0.45,1.26,0.45,1.41,8.55,0.45,1.46,1,0.05,2.69,0.14
L. Marković,29,Serbia,"LW, RW, CF",Turkey 1,1446,0.12,8.28,1.99,0.31,0.56,1.37,4.36,3.73,16.06,8.46,5,0.31,2.55,0.5,1.18,27,32.8,2.93,2.68,5.48,2.68,2.05,24.59,0.12,0.93,0.06,1.56,0.12,2.93,4.85,0.5,2.86,1.03,0.06,4.04,0.25
M. Deletić,29,Serbia,"CF, RW, RAMF",Greece 1,2782,0.06,5.14,1.91,0.19,0.29,1,6.83,5.05,23.84,7.02,6,0.19,2.26,0.45,1.59,32,25.95,2.69,2.36,4.21,1.52,1.65,17.73,0.1,0.78,0.06,1.33,0.16,3.79,6.18,0.68,2.26,3.02,0.1,3.16,0.1
J. East,28,Jamaica,CF,Costa Rica 1,2158,0.08,4.8,1.05,0,0.38,1.18,3.24,3.03,23.45,3.37,8,0.33,1.09,0.46,0.42,38,17.81,1.35,1.52,1.6,1.39,2.19,11.41,0,1.22,0,2.65,0.17,3.07,3.03,0.59,4.59,2.37,0.1,11.6,0.49
R. Abascal,29,"Uruguay, Spain",LCB,Portugal 1,2518,0.07,1.22,0.86,0.14,0.5,0.14,6.76,0.79,12.51,22.27,0,0,4.93,0.21,8.9,27,47.9,6.29,1.54,9.97,0.25,0.29,34.13,0,0.39,0.43,0.29,0,1.07,9.76,0.82,0.39,0.67,0.02,0.67,0.02
B. Dabo,31,"France, Burkina Faso","RDMF, LCMF, LDMF",Greece 1,1487,0.12,7.75,0.42,0.06,0.18,0.73,3.81,1.82,17.01,14.89,1,0.06,2.91,0.18,3.39,27,44.85,6.66,1.88,6.29,1.03,0.97,32.56,0.06,0.79,0.3,0.61,0.48,1.21,5.63,1.09,0.97,1.53,0.09,1.92,0.12
E. Loiodice,22,France,"RCMF, RDMF",Spain 2,2495,0.07,8.66,0.87,0.22,0.18,0.9,8.04,2.49,24.28,13.17,2,0.07,2.78,0.32,2.92,30,49.92,6.49,1.91,5.3,1.26,0.43,36.4,0.11,0.9,0.11,1.26,0.69,2.53,8.55,0.83,1.66,1.47,0.05,1.88,0.07
João Oliveira,27,"Switzerland, Portugal","RWF, LWF, RW",Portugal 2,1789,0.1,5.58,3.42,0.35,0.91,1.31,6.04,4.98,21.53,5.18,3,0.15,2.67,0.5,2.36,28,25.81,2.06,3.17,4.68,2.31,2.47,19.72,0.1,1.06,0.25,1.76,0.05,4.68,5.99,0.65,3.72,2.95,0.15,4.02,0.2
L. Silva,30,Portugal,"LCMF, AMF, CF",Portugal 2,2690,0.07,9.03,1.41,0.2,0.5,0.3,5.75,1.2,13.78,11.34,3,0.1,2.54,0.17,3.21,31,37.07,5.32,1.47,5.82,0.8,0.67,24.62,0.03,0.8,0,0.97,0.27,1.61,6.02,0.7,1.34,1.47,0.05,3.75,0.13
S. Matarrita,32,Costa Rica,"CF, LW",Costa Rica 1,2691,0.07,5.92,0.54,0.1,0.17,0.5,3.75,2.17,20.8,4.65,11,0.37,1.04,0.33,1.51,32,20.23,2.34,1.04,2.51,0.94,2.31,13.58,0.03,1.24,0.03,1.97,0.27,1.77,3.41,0.57,2.27,3.38,0.11,8.05,0.27
N. Tomović,35,Serbia,LCB,Cyprus 1,2056,0.09,2.67,0.18,0,0.09,0.44,4.9,0.31,13,14.45,0,0,4.51,0.18,4.25,23,42.64,4.99,0.79,5.65,1.93,0.57,28.54,0,0.26,0.66,0.31,0.18,0.39,8.1,0.53,0.61,0.29,0.01,0.49,0.02
S. Sissoko,23,"France, Mali","RCMF, LCMF",Belgium 1,2318,0.08,5.4,1.24,0.16,0.27,0.54,7.92,1.48,19.96,11.07,1,0.04,3.92,0.19,3.77,30,36.26,5.32,1.98,5.63,0.93,0.47,23.37,0.04,0.39,0.08,1.05,1.13,1.32,9.63,0.54,0.5,1.39,0.05,1.11,0.04
A. Vasilev,28,Bulgaria,"LB, LAMF",Bulgaria 1,2242,0.08,4.78,3.85,0.4,1.24,0.48,7.47,3.93,18.79,13.97,1,0.04,4.09,0.48,5.1,31,34.64,4.86,3.57,8.55,1.81,1.97,22.68,0,0.84,0.04,1.04,0.36,3.89,8.67,0.48,0.44,2.25,0.09,1.54,0.06
M. Valenzuela,24,Argentina,"LB, RB, LWB",Switzerland 1,2258,0.08,5.54,1.59,0.08,0.64,0.6,9.05,3.19,19.65,17.7,1,0.04,5.34,0.44,5.98,24,45.24,6.7,2.51,11.48,2.03,1.95,32.88,0.04,0.64,0.36,0.68,0.44,2.35,11,0.92,0.96,1.4,0.06,0.72,0.03
G. Arteaga,24,Mexico,LB,Belgium 1,2820,0.06,7.91,1.56,0.19,0.54,0.29,7.56,2.11,16.91,18.73,2,0.06,3.73,0.22,4.44,30,42.83,5.9,1.66,8.74,1.85,1.69,31.4,0.03,0.48,0.16,0.41,0.06,1.76,8.27,0.32,0.96,1.53,0.05,1.73,0.06
N. Miroshi,20,Tanzania,"LCB, LCMF, LB",Belgium 1,2315,0.08,5.05,2.33,0.27,1.09,0.31,9.33,0.78,16.48,20.33,0,0,5.95,0.43,7.85,29,42.53,8.67,2.72,11.55,0.97,1.01,28.73,0,0.43,0.27,0.54,0.35,1.71,11.74,0.97,0.47,1.45,0.06,0.73,0.03
Domingos Duarte,28,Portugal,"CB, LCB, RCB",Spain 1,2490,0.07,2.17,0,0,0,0,3.51,0.36,10.05,13.95,0,0,5.57,0.07,5.75,26,29.1,3.65,0.18,6.22,0.11,0.22,17.1,0,0.11,0.69,0.43,0.22,0.51,7.7,0.11,0.58,1.05,0.04,1.75,0.06
Pepelu,24,Spain,"RCMF, RDMF, LCMF",Spain 2,2603,0.07,6.22,0.93,0.14,0.52,0.38,8.06,0.83,15.77,16.56,0,0,3.7,0.17,6.05,30,49.72,9.37,1.31,8.85,0.66,0.17,35.23,0,0.76,0.31,0.83,0.24,1.31,9.2,0.55,0.69,1.8,0.06,1.43,0.05
L. Hernández,25,Costa Rica,"LB, LW",Costa Rica 1,3135,0.06,2.9,2.15,0.29,0.69,0.46,7.46,1.23,18.06,15.93,1,0.03,5.05,0.23,7.64,34,29.05,6.52,2.56,9.42,0.63,0.57,18,0.03,0.52,0.2,0.86,0.63,1.89,10.19,1.26,0.89,4.38,0.13,1.97,0.06
R. Boissier,29,France,"RCMF, LCMF",France 2,1942,0.09,6.35,1.53,0.32,0.65,0.32,6.63,0.46,14.69,7.79,1,0.05,4.59,0.19,4.5,23,32.77,5.28,1.62,4.22,0.42,0.7,21.27,0.09,1.34,0.32,1.07,0.32,1.67,8.85,0.56,1.25,4.39,0.2,1.87,0.09
L. Fer,33,"Netherlands, Curaçao","DMF, CB, RCMF",Turkey 1,2610,0.07,5.14,0.07,0.03,0.03,0.17,5.72,1.07,14.48,14.34,1,0.03,3.83,0.17,2.45,30,47.24,5.86,0.48,5.38,1.31,0.28,35.93,0,0.34,0.34,0.69,0.93,1.14,8.45,0.45,0.55,0.77,0.03,3.38,0.12
Carles Aleñà,25,Spain,"LCMF, RCMF, LW",Spain 1,1770,0.1,5.8,1.53,0.15,0.66,0.51,7.42,2.08,19.83,9.92,2,0.1,2.59,0.31,3.2,26,32.95,4.63,2.29,4.42,0.46,0.51,22.07,0.05,0.41,0.1,1.22,0.2,2.54,5.69,0.51,0.81,0.89,0.05,1.46,0.07
J. Dawa,27,"France, Cameroon",RCB,Romania 1,3180,0.06,1.87,0.03,0,0.03,0.03,7.47,0.23,16.64,14.29,3,0.08,3.31,0.06,4.75,35,37.98,2.86,0.4,5.83,0.17,0.31,23.38,0,0.11,0.45,0.45,0.42,0.25,8.58,0.14,0.79,0.24,0.01,2.75,0.08
E. Rroca,29,Albania,"LCMF, AMF, RCMF",Turkey 1,1916,0.09,7.84,0.56,0.05,0.14,0.99,6.2,1.93,19.35,10.19,3,0.14,3.71,0.47,2.63,23,34.67,4.56,1.78,5.12,1.22,0.94,22.97,0,0.99,0.33,0.8,0.33,1.69,7.52,1.17,1.88,2,0.09,3.29,0.15
G. Villalobos,21,Costa Rica,"LCB, CB",Costa Rica 1,3160,0.06,1.77,0.2,0.03,0.09,0.4,6.29,0.97,18.34,17.66,4,0.11,5.04,0.09,9.26,34,32.41,7.09,1.45,8.69,0.77,0.09,18.2,0.03,0.2,0.57,0.71,0.77,0.91,9.83,1,0.71,0.41,0.01,3.03,0.09
Y. Román,26,Costa Rica,LB,Costa Rica 1,2519,0.07,4.82,3.93,0.29,1.18,0.39,7.25,3.07,19.29,16.29,0,0,3.32,0.32,8.07,27,38.05,6.22,3.75,10.58,1.43,1.82,25.44,0,0.82,0.07,0.93,0.18,3.54,7.68,0.68,0.18,2.65,0.09,0.57,0.02
N. Poulsen,29,Denmark,"DMF, LCMF, RCMF",Denmark1,2443,0.07,6.12,0.59,0.04,0.18,0.29,8.36,0.66,15.77,14.81,0,0,5.08,0.11,5.56,28,42.14,6.59,1.47,6.74,0.33,0.11,24.98,0,0.33,0.15,0.18,0.52,0.7,10.68,0.41,0.22,0.54,0.02,0.23,0.01
J. Santos,24,Portugal,"RCMF, LCMF, LDMF",Portugal 2,2673,0.07,7.88,0.71,0.13,0.27,0.71,7.24,1.18,17.54,15.93,1,0.03,4.55,0.2,4.04,30,46.7,7.27,1.48,8.08,0.67,0.51,31.38,0,0.67,0.34,0.61,0.84,1.01,9.06,0.74,0.47,1.14,0.04,0.68,0.02
C. Santos,28,Brazil,"DMF, LCMF, RCB",Portugal 2,1832,0.1,4.77,0.1,0,0.05,0.15,8.16,0.44,16.9,13.22,3,0.15,4.72,0.1,5.8,25,40.92,6.88,0.74,6.88,0.29,0.15,28.89,0,0.25,0.2,1.03,0.1,0.69,9.68,0.84,0.98,0.29,0.01,2.43,0.12
S. Mijailović,29,Serbia,"LDMF, DMF, RDMF",Serbia 1,2071,0.09,6.91,1.91,0.09,0.83,1,10.21,0.52,18.17,22.08,0,0,5.17,0.17,8.13,27,59.58,12.78,2.96,11.86,0.96,0.22,40.07,0.09,0.61,0.39,1.22,1.78,1.74,12.86,0.78,0.3,1.1,0.05,0.93,0.04
G. Valerianos,31,Greece,"LB, LWB",Greece 1,2359,0.08,3.82,2.29,0.31,0.76,0.34,7.94,2.06,15.99,15.53,1,0.04,4.77,0.23,6.1,24,33.73,6.03,2.94,9.46,1.26,1.07,21.75,0.08,0.76,0.08,0.11,0.95,2.33,10.07,0.69,0.15,2.89,0.11,0.14,0.01
O. Hazut,24,Israel,"DMF, LCMF",Liga Leumit,2467,0.07,7.17,0.71,0.07,0.19,0.74,8.47,1,18.76,15.38,3,0.11,3.53,0.19,5.98,29,51.59,7.47,2.15,7.8,0.67,0.41,37.22,0.04,0.78,0.3,1.41,0.97,1.08,9.66,0.85,0.82,2.02,0.08,2.3,0.09
M. Magalhães,24,Portugal,RB,Portugal 2,2276,0.08,4.39,2.97,0.16,0.91,0.43,8.9,1.3,15.62,13.88,0,0,3.44,0.36,4.86,27,34.44,5.89,3.04,8.34,1.11,1.74,23.8,0,0.63,0.36,0.16,0.55,1.62,9.37,0.55,0.4,2.04,0.08,0.2,0.01
P. Arboine,25,Costa Rica,"RCB, RB",Costa Rica 1,4340,0.04,1.82,0.53,0.04,0.21,0.11,5.89,0.34,13.98,13.3,3,0.06,3.3,0.11,4.7,47,30.9,4.04,0.66,5.99,0.32,0.49,20.48,0.04,0.15,0.32,0.34,0.42,0.51,7.81,0.13,0.47,0.53,0.01,2.62,0.06
I. Haj,23,Israel,"RAMF, CF, LWF",Liga Leumit,1127,0.24,6.55,3.27,0.24,1.12,0.56,4.79,5.83,20.2,5.75,1,0.08,1.68,0.56,2.48,23,26.03,2.08,3.11,4.47,1.84,3.19,20.92,0.08,0.8,0.08,2.08,0.16,4.47,4.31,0.32,2,1.57,0.13,1.52,0.12
I. Zülfügarly,22,Azerbaijan,"RB, RAMF, RW",Azerbaijan 1,1389,0.2,6.62,4.2,0.85,1.31,0.66,7.67,3.47,18.22,9.83,2,0.13,3.41,0.52,2.56,25,33.04,3.15,3.87,6.95,2.16,2.43,22.09,0.07,0.85,0,0.39,0.52,3.41,8.72,0.39,1.18,1.72,0.11,0.56,0.04
D. Thomalla,30,"Germany, Poland","AMF, RCMF, LCMF",Germany 2,2358,0.11,8.17,0.61,0.08,0.11,0.23,4.69,0.8,20.31,7.75,8,0.31,3.21,0.27,2.1,31,30.92,3.55,0.76,3.55,0.27,1.49,20.31,0.08,0.53,0.19,1.45,0.19,1.22,6.11,0.23,2.25,1.54,0.06,5.52,0.21
Vanderson,21,Brazil,RB,France 1,1721,0.16,6.54,3.56,0.42,1.05,0.68,10.15,3.35,21.02,15.58,1,0.05,5.75,0.47,5.33,24,45.24,5.6,3.66,9.52,1.78,2.82,32.84,0,0.68,0.26,1.1,0.21,2.98,12.29,0.52,1.73,1.95,0.1,2.53,0.13
A. Dobre,24,Romania,"RAMF, RW",Portugal 1,1018,0.27,5.57,2.03,0,0.97,1.24,5.75,3.54,18.04,3.45,2,0.18,2.92,0.97,0.62,17,21.31,1.24,1.68,2.92,2.12,1.86,14.15,0.09,1.5,0.18,1.94,0.09,3.62,6.72,0,3.89,2.63,0.23,2.79,0.25
A. Januzaj,28,"Belgium, Kosovo","RW, LW, CF",Turkey 1,703,0.38,7.17,1.28,0.38,0.38,1.15,3.33,5.38,19.46,5.12,2,0.26,2.05,0.51,3.33,11,27.4,3.46,3.33,4.86,2.3,1.54,19.08,0.13,1.28,0,1.79,0,4.61,4.22,2.3,1.92,1.03,0.13,2.05,0.26
A. Finnbogason,34,Iceland,"CF, AMF",Denmark1,768,0.35,4.92,0.94,0.23,0.23,1.64,3.75,2.7,16.17,6.91,3,0.35,2.11,0.59,1.76,13,24.14,3.28,2.46,4.1,1.76,1.64,15.12,0.12,1.29,0.12,2.11,0.47,1.76,4.69,0.94,4.1,1.93,0.23,2.36,0.28
C. Michelin,25,France,RB,France 2,933,0.29,7.23,3.38,0.19,0.87,0.29,5.88,1.45,11.96,14.47,0,0,4.92,0.48,5.31,19,40.32,6.08,3.18,8.1,1.35,2.89,29.23,0,1.35,0.58,0.29,0.87,2.32,9.36,0.58,0.39,1.41,0.14,0.24,0.02
R. Garita,29,Costa Rica,"LW, LCMF",Costa Rica 1,1378,0.2,3.98,3.66,0.46,0.91,0.59,6.07,3.46,19.66,11.43,1,0.07,2.55,0.2,3.72,35,30.04,5.62,3.72,5.62,1.24,0.78,18.94,0.07,0.72,0.13,1.7,0.33,3.4,7.05,0.72,0.98,1.93,0.13,1.07,0.07
H. Nakamura,25,Japan,RB,Japan 1,557,0.48,5.01,1.62,0.32,0.65,0.48,7.43,1.78,17.77,15.67,1,0.16,5.82,0.65,4.52,7,35.39,5.33,1.94,6.46,0.97,1.13,25.69,0,0.81,0.32,0.81,1.94,2.1,11.8,0.81,2.1,0.56,0.09,0.66,0.11
Y. Court,33,France,"RW, RCMF, RWF",France 2,646,0.42,5.57,3.9,0.84,0.7,1.11,7.52,2.93,18.39,11.7,2,0.28,2.51,1.11,3.9,14,32.74,6.13,5.15,6.41,1.53,1.67,22.99,0,2.09,0.14,2.09,0.84,3.9,7.8,1.67,1.25,2.17,0.3,1.59,0.22
Y. Teper,22,Israel,"DMF, RCMF, RDMF",Liga Leumit,3010,0.09,4.62,0.99,0.12,0.37,0.46,6.69,2.31,17.61,10.7,2,0.06,4.66,0.22,3.82,33,35.52,6.2,1.79,5.55,1.29,0.22,21.21,0,1.11,0.31,0.71,0.68,1.88,10.21,0.59,0.37,3.48,0.11,1.86,0.06
C. Makridis,26,"Germany, Greece","LAMF, RW",Germany 2,1458,0.19,4.38,1.73,0.12,0.56,0.8,5,5.8,18.09,6.36,3,0.19,2.22,0.37,1.85,25,20.86,2.53,2.22,3.02,1.36,0.8,14.14,0.06,1.48,0,1.79,0.06,3.95,5.19,0.49,1.98,2.79,0.17,3.26,0.2
W. Balikwisha,23,"Belgium, Congo DR","RCMF, RWF",Belgium 1,2266,0.12,7.03,3.06,0.28,0.95,0.87,6.63,4.37,23.27,10.92,5,0.2,4.05,0.36,1.47,29,38.65,3.77,3.34,6.08,1.91,0.91,25.98,0,0.56,0.2,1.39,0.52,4.65,8.7,0.91,1.91,1.66,0.07,4.09,0.16
O. Villadsen,21,Denmark,RB,Denmark1,2954,0.09,10.88,3.38,0.46,1.37,0.79,5.48,2.19,12.49,10.42,0,0,3.96,0.58,3.78,31,40.64,3.81,3.08,6.79,3.14,2.92,30.22,0.09,0.79,0.09,0.27,0.24,2.77,7.77,0.4,1.77,3.67,0.11,1.53,0.05
L. Guwara,26,"Germany, Gambia",LB,Germany 2,1882,0.14,6.84,2.73,0.33,0.86,0.53,5.6,2.1,15.49,14.01,0,0,4.69,0.43,5.26,20,33.81,5.4,2.68,8.32,1.77,1.48,21.57,0,1.1,0.29,0.38,0.14,2.34,8.23,0.29,0.38,2.3,0.11,0.27,0.01
V. Costache,24,Romania,"LW, LAMF, LWF",Romania 1,1346,0.2,5.28,2.74,0.33,0.8,1,5.22,6.08,22.47,6.89,0,0,3.21,0.53,1.07,24,24.94,1.6,2.61,4.28,2.54,2.27,17.38,0.13,1.34,0.07,1.87,0.4,4.55,6.49,0.33,3.74,2.25,0.15,2.84,0.19
B. Balcı,23,Turkey,RB,Turkey 1,3177,0.08,7.45,2.21,0.23,0.59,0.42,8.84,1.16,17.56,14.16,0,0,4.19,0.37,4.65,34,37.03,3.77,2.32,7.34,0.51,1.67,26.35,0,0.45,0.14,0.42,0.4,1.39,10.2,0.76,0.65,1.78,0.05,1.32,0.04
Bruno Almeida,26,Portugal,"CF, AMF, RCMF",Portugal 1,1364,0.2,4.22,2.71,0.4,0.73,0.59,5.54,2.77,16.69,7.85,1,0.07,3.37,0.4,3.7,22,23.56,4.95,2.71,4.88,1.12,1.19,15.9,0,0.92,0.26,2.05,0.07,3.7,6.4,1.45,1.25,1.96,0.13,1.55,0.1
Jordi Alba,34,Spain,LB,Spain 1,1185,0.23,14.05,5.92,0.53,2.2,1.9,6.15,0.99,11.85,24.23,1,0.08,4.48,1.29,6.15,18,75.72,11.54,6,13.22,1.37,3.95,62.96,0.23,1.29,0.15,0.84,0.15,3.11,8.81,1.97,1.97,3.12,0.24,0.64,0.05
Mozino,26,Côte d'Ivoire,"RW, CF, LW",Portugal 2,1058,0.26,1.79,1.45,0.17,0.68,0.34,5.53,6.55,25.26,5.87,3,0.26,2.13,0.34,0.77,15,16.25,1.28,2.47,2.81,2.98,1.11,10.12,0.09,0.43,0,2.13,0.26,5.36,5.19,0.43,2.98,0.91,0.08,2.86,0.24
N. Dorgeles,20,Mali,"CF, LAMF, LW",Belgium 1,1550,0.17,9.23,1.34,0.12,0.41,1.28,5.17,4.35,18.7,5.05,8,0.46,2.15,0.64,1.1,28,27.64,1.92,2.09,3.77,2.55,2.03,19.86,0.06,0.93,0.06,2.44,0.35,4.24,5.75,0.64,4.53,1.56,0.09,5.55,0.32
Ricardinho,24,Portugal,"LW, LAMF, CF",Portugal 1,1954,0.14,4.51,0.97,0.14,0.28,1.11,7.55,3.68,20.36,7.14,0,0,2.67,0.46,1.66,25,23.03,2.67,2.03,3.78,1.98,1.34,15.48,0.09,0.69,0.14,0.92,0.09,2.76,6.63,1.34,2.12,2.74,0.13,1.75,0.08
U. Çiftçi,31,Turkey,LB,Turkey 1,2030,0.13,4.12,2.88,0.44,0.75,0.22,7.89,1.55,14.59,16.05,0,0,4.48,0.4,3.99,23,33.96,4.57,2.57,7.67,1.33,1.51,22.26,0.04,0.62,0.13,0.31,0.27,1.37,10.11,0.44,0.67,1.93,0.09,0.2,0.01
Adri Embarba,30,Spain,"LW, LWF",Spain 1,1097,0.25,5.82,3.28,0.57,0.82,0.57,6.97,9.02,29.86,6.56,1,0.08,3.04,0.49,1.97,21,25.84,2.3,3.45,3.69,4.1,1.23,14.52,0,1.48,0,2.46,0.41,7.14,7.55,0.57,2.38,2.03,0.17,1.56,0.13
