Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,Duel%D3,DuelsD3,SeqShotStart,SeqGoalStart,RcvryA3,RcvryM3,Clrnce,Tckl,Shoot%,CrsPs%,CrossOpen,TchsA3,ThrghBalls,Ps%Att3rd,Pass%OpHf,LongBall%,LgBallCp,ShirtNumber,PrefFoot,xG,Offsides,ErrShot,FoulCom,Position,BgChncGoal,Cleared,RedsResc,Red,Yellow,Int,PsCmpInBox,GoalOBx,ShtOBox,OFF,FoulSuf,PsLostD3,PsLostA3,PsLostM3,PossLost,KeyPass,TouchOpBox,PsCmpSoP,PsSoP,PsOpHfScs,DuelLs,AerialLoss,AerialWon,SucflDuels,DuelsOff,Aerials,Duels,DuelsDef,ChancesCreatedPer90,CrossCmp,Crosses,ShtAf1v1,xAAf1v1,Sc1v1InBox,1v1InBox,Success1v1,1v1%,1v1,PsDist,PsCmpA3,PsRecA3,PsOppHalf,PsInA3rd,PsIntoOpHf,ProgPass,FwdPass,PsCmp,PsRec,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,Goal,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery
231,ehzcdtht7vyekwm7k95lid990,897606,A. Salman,Ahmad Salman,Left Winger,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549485,Ahmad,Salman,Left Winger,20,655,20,58.80%,2.34,0.96,0,1.24,1.92,0.55,2.06,10.00%,17.60%,2.34,25.15,0,73.80%,77.00%,4.00%,0.41,20,right,0.25,0.41,0,1.37,Left Winger,0.14,0,0,0,0,0.41,1.65,0,0.55,0.55,1.1,1.24,9.21,4.53,14.98,0.96,5.08,0.14,0.27,12.92,6.6,0.69,0.82,6.6,9.21,1.51,13.19,3.98,1.1,0.41,2.34,0.14,0.01,0,0.82,2.61,41.30%,6.32,14.2,9.21,14.56,17.31,11.82,1.79,2.61,5.08,18.82,24.18,46.58,24.05,78.30%,77.90%,1.1,0.14,0.16,0.14,0.25,1.37,2.2,0.82,37.50%,38.10%,50.00%,54.50%,4.81
232,244ste4ci3y8nlzftgf9j0c7p,189157,S. Gozlan,Shoval Gozlan,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,111743,Shoval,Gozlan,Centre Forward,18,643,29,70.00%,1.4,0.42,0,0.42,0.98,1.26,0.7,5.60%,-,0,12.46,0,40.00%,46.40%,6.90%,0.7,16,,0.33,0.42,0,1.26,Centre Forward,0.14,0,0,0,0.28,0.56,0,0,0.28,2.1,1.4,0.84,5.18,6.3,12.32,0.42,4.2,0.14,0.28,5.74,8.4,5.04,2.8,5.6,10.22,7.84,14,3.78,0.42,0,0,0.14,0,0,0,0.7,38.50%,1.82,15.5,2.66,5.46,12.6,6.02,0.84,1.4,5.18,10.5,14.84,34.15,18.34,57.30%,44.20%,0.42,0,0.01,0.14,0.33,2.52,3.08,0.42,13.60%,20.00%,40.00%,35.70%,2.38
232,ao24ttw54fppij9g41tcwngbu,,M. Levy,Matan Levy,Left Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512590,Matan,Levy,Left Centre Back,10,643,22,69.00%,4.06,1.12,0,0,3.5,3.22,1.96,0.00%,-,0,4.34,0.14,60.60%,87.50%,13.60%,4.2,5,,0.04,0,0,1.12,Left Centre Back,0,0,0,0,0.28,1.54,0.42,0,0,0.28,0.28,6.16,0.7,5.46,12.32,0.28,0.98,0.56,0.7,18.76,4.48,1.82,4.48,6.72,3.22,6.3,11.2,7.98,0.28,0,0,0,0,0,0,0.14,50.00%,0.28,19.2,2.38,1.26,24.49,2.94,11.06,7.56,25.33,56.97,42.83,79.92,67.88,83.90%,81.00%,0.28,0,0.03,0,0.04,0.42,0.42,0.14,33.30%,27.30%,60.00%,71.10%,7.56
234,9zghxefnql6ubn31liwmv85hx,122894,O. Ben Harush,Omri Ben Harush,Left Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74370,Omri,Ben Harush,Left Centre Back,9,641,34,58.80%,4.77,0.28,0.14,0,1.4,3.51,1.83,0.00%,100.00%,0.14,1.97,0,41.40%,65.70%,36.00%,5.76,23,left,0.1,0,0,0.28,Left Centre Back,0,0,0,0,0.28,0.84,0.28,0,0,0.28,0.28,8,0.7,5.62,14.32,0.14,0.28,0.56,0.98,9.27,2.95,1.26,0.56,3.65,1.54,1.83,6.6,5.05,0.28,0.14,0.14,0,0,0,0,0.98,100.00%,0.98,25.9,0.56,1.12,17.55,0.7,12.64,3.65,19.94,29.2,29.63,54.9,41,71.20%,80.00%,0.28,0.14,0.02,0,0.1,0.28,0.28,0,0.00%,36.40%,55.30%,30.80%,4.35
235,kla8y26m5o9em9qrvvfghlud,,T. Adi,Tamir Adi,Centre Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491393,Tamir,Adi,Centre Attacking Midfielder,16,640,30,50.00%,1.69,1.55,0.14,0.42,2.11,1.41,1.41,0.00%,28.60%,0.42,12.09,0.42,60.80%,64.50%,10.80%,1.97,23,,0.2,0.42,0,0.56,Centre Attacking Midfielder,0,0,0,0,0,0.7,0.7,0,0.42,0.84,0.98,2.11,3.94,7.31,13.36,1.41,2.39,0.14,0.28,12.09,4.64,1.83,2.67,5.63,5.91,4.5,10.27,4.36,1.55,0.28,0.98,0.14,0,0,0.14,0.56,44.40%,1.27,17.9,4.5,6.47,19.69,6.75,4.64,4.64,12.52,21.38,25.03,43.73,31.22,68.50%,66.70%,1.55,0.14,0.08,0,0.2,1.27,1.83,0.42,23.10%,38.90%,54.80%,59.40%,5.2
235,963sg5nuvlzu4ig3zb9hmltgq,,R. Twizer,Raz Yehoshua Twizer,Right Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549430,Raz Yehoshua,Twizer,Right Attacking Midfielder,19,640,25,57.90%,2.67,0.7,0,0.7,1.97,0.56,1.27,0.00%,30.80%,2.95,18.42,0.14,66.20%,76.70%,9.10%,0.98,26,,0.11,0.14,0,0.84,Right Attacking Midfielder,0,0,0,0,0.28,0.56,1.55,0,0.56,0.84,1.27,2.39,6.47,6.05,14.91,0.84,3.66,0.14,0.14,13.64,5.06,1.27,1.13,5.48,6.05,2.39,10.55,4.5,0.98,1.13,3.66,0.14,0,0.14,0.84,1.83,44.80%,4.08,16.2,7.03,10.97,18.56,8.86,1.69,2.95,7.59,24.19,28.69,51.47,30.8,78.50%,79.40%,0.98,0.14,0.1,0,0.11,1.41,1.97,0.56,28.60%,53.30%,52.00%,47.10%,5.2
237,jgq5pjn0d4xt4f0x57nsalbe,,G. Joury,Gaby Joury,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549416,Gaby,Joury,Central Midfielder,15,632,23,33.30%,2.99,0.85,0.14,0.14,5.7,2.56,1,100.00%,0.00%,0.57,6.98,0.28,55.00%,69.40%,14.40%,2.42,5,,0.05,0,0.14,1,Central Midfielder,0,0,0,0,0.28,1.57,0.57,0,0,0,0.43,4.98,3.28,7.41,15.66,0.85,0.85,0.28,0.28,12.1,5.27,1.14,1.42,3.56,3.84,2.56,8.83,4.98,0.85,0,0.57,0,0,0,0,0.71,41.70%,1.71,18.1,2.71,1.85,18.51,4.7,6.41,3.42,16.09,28.2,24.21,53.69,39.59,71.20%,57.60%,0.85,0,0.04,0.14,0.05,0.14,0.43,0.14,33.30%,16.70%,40.30%,55.60%,7.69
238,9zcqenv7ss9zzulbtxbv09yvp,111216,N. Bitton,Nir Bitton,Left Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74438,Nir,Bitton,Left Centre Back,9,631,32,60.00%,2.14,1,0.14,0.14,3.57,2.42,1.71,0.00%,-,0,2.71,0,86.80%,92.60%,7.90%,4.71,55,right,0.04,0,0,0.86,Left Centre Back,0,0,0,0,0.29,0.57,0.14,0,0.14,0.43,0.29,2.28,0,3.42,5.71,0,0.71,0.29,0.43,30.52,2.57,1.28,2,4.56,1.71,3.28,7.13,5.42,0,0,0,0,0,0,0,0.57,100.00%,0.57,20,1.57,0.57,33.8,1.57,16.4,13.26,23.53,75.74,62.47,90.57,81.01,93.50%,100.00%,0,0,0.02,0,0.04,0.43,0.71,0,0.00%,46.70%,64.00%,60.90%,6.13
238,bfmv81z5rsblb6l2j8kqsd68l,173710,G. Donyoh,Godsway Donyoh,Right Attacking Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,116187,Godsway,Donyoh,Right Attacking Midfielder,8,631,29,66.70%,0.86,0.86,0.14,0.71,3,0,1,23.10%,12.50%,1.14,19.4,0.43,57.60%,57.70%,8.20%,1.43,20,left,0.27,0.29,0,1.28,Right Attacking Midfielder,0.29,0,0,0,0.29,0.29,1.85,0,0.71,0.57,0.71,1.85,8.7,9.84,20.4,1.43,4.28,0.29,0.29,11.13,8.13,1.71,1,4.56,8.99,2.71,12.69,3.71,1.85,0.14,1.14,0.43,0,0.43,1.14,1.85,36.10%,5.13,15.2,5.99,11.41,19.26,9.27,1.71,3.85,8.27,16.55,26.96,46.93,26.24,63.00%,64.60%,1.85,0.43,0.15,0.43,0.27,1.85,2.42,1.28,52.90%,33.30%,36.00%,36.80%,4.14
238,5zd2pe2jrzgwu4r2e75nl2nkl,55310,I. Shechter,Itay Shechter,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74363,Itay,Shechter,Centre Forward,16,631,37,40.00%,0.71,0.71,0.14,0.86,1.85,0.14,0.86,10.00%,33.30%,0.43,18.26,0.14,68.10%,68.60%,1.70%,0.29,7,both,0.23,1.85,0,2.42,Centre Forward,0.14,0,0,0,0.71,0.29,1.43,0,0.43,0.29,1.85,0.57,6.7,8.27,15.55,1.71,4.99,0,0,12.69,8.13,2.85,1.28,5.42,10.55,4.14,13.55,3,1.71,0.14,0.43,0,0,0,0.29,1.43,40.00%,3.57,14,7.13,7.7,18.54,9.56,1.71,2.57,6.99,17.69,21.82,41.51,24.68,71.70%,75.80%,1.71,0,0.13,0.14,0.23,1.43,1.85,1.14,61.50%,14.30%,40.00%,31.00%,3.42
241,8p329aju30zmley34wcb1moh6,665968,S. Khvadagiani,Saba Khvadagiani,Right Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,514830,Saba,Khvadagiani,Right Centre Back,7,630,21,75.00%,4.57,0.29,0,0,1.86,5.29,2.43,0.00%,33.30%,0.43,3.29,0,57.60%,75.00%,13.70%,3.29,44,,0.18,0,0,0.71,Right Centre Back,0,0,0,0,0.14,3.29,0.14,0,0,0.71,0.71,3.57,1.43,5.29,10.29,0.14,1.43,0,0.14,9.29,3.43,1.57,2,5.14,2.14,3.57,8.57,6.43,0.14,0.14,0.43,0,0,0,0,0,0.00%,0.29,20.3,0.43,0.43,14.43,1.14,8.71,4.29,14.29,37.57,31,63.86,46,81.70%,37.50%,0.14,0,0.02,0,0.18,0.71,1,0,0.00%,63.20%,60.00%,56.00%,5
242,2oe38rd8fu8h2ogltboenp4kq,594283,N. Niddam,Nadav Niddam,Central Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449851,Nadav,Niddam,Central Midfielder,18,625,23,78.60%,2.02,0.58,0,0.58,2.74,1.3,1.15,25.00%,27.30%,0.86,17.57,0.14,69.20%,78.80%,13.30%,3.02,24,,0.07,0,0,2.3,Central Midfielder,0,0,0,0,0.58,0.86,1.58,0.14,0.58,0.43,1.01,2.74,6.34,7.63,16.7,1.44,1.3,0.14,0.14,20.02,5.62,1.3,1.87,4.61,3.6,3.17,10.22,6.62,1.44,0.86,3.17,0,0,0.14,0.14,0.58,50.00%,1.15,19.8,7.49,7.63,27.5,10.08,6.48,6.91,14.54,36.29,32.83,63.79,47.52,76.40%,75.40%,1.44,0,0.06,0.14,0.07,0.58,1.44,0.14,10.00%,13.30%,45.10%,59.10%,4.46
243,803pwc0jvkzutant2dyb6ri1g,,S. Hakmon,Shaked Hakmon,Central Defender,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,568768,Shaked,Hakmon,Central Defender,11,624,21,50.00%,2.31,0.29,0,0,0.43,5.77,1.01,50.00%,-,0,0.43,0,36.80%,75.00%,15.80%,1.73,24,,0.05,0.14,0,0.58,Central Defender,0.14,0,0,0,0.14,0.87,0,0,0,0.14,0,3.46,0.14,2.31,5.91,0,0.43,0,0.14,5.19,2.88,1.88,1.01,2.02,1.15,2.88,4.9,3.75,0,0,0,0,0,0,0,0,0.00%,0.14,20,0,0.14,8.08,0.14,5.19,2.31,10.1,26.39,23.65,42.69,32.02,82.40%,0.00%,0,0,0,0.14,0.05,0.29,0.29,0.14,50.00%,55.60%,41.20%,35.00%,2.45
244,dffwv1ce7banybrqihjro745x,259285,M. Baltaxa,Matan Baltaxa,Left Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429566,Matan,Baltaxa,Left Centre Back,8,621,28,73.70%,2.75,0.58,0,0,2.17,1.59,1.88,0.00%,0.00%,0.29,3.91,0,67.30%,83.70%,11.70%,2.32,30,left,0.06,0,0.14,0.72,Left Centre Back,0,0,0,0,0.14,2.61,0,0,0.14,0.72,0.87,4.2,1.01,5.07,10.29,0,1.16,0.58,0.58,17.83,2.9,1.88,3.48,6.23,3.19,5.36,9.13,5.94,0,0,0.29,0,0,0,0,0.14,50.00%,0.29,19.9,1.45,0.87,24.64,1.88,11.3,6.81,20.43,43.04,34.93,64.06,52.17,82.50%,76.90%,0,0,0.01,0,0.06,0.72,0.72,0,0.00%,78.60%,68.30%,64.90%,4.2
245,94h60xxk4seslg39ktwlc20vd,,I. Ganaem,Ihab Ganaem,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234890,Ihab,Ganaem,Central Midfielder,9,613,27,50.00%,4.99,1.17,0.15,0.44,4.26,2.06,3.38,0.00%,0.00%,0.44,9.84,0.15,67.90%,76.40%,8.50%,3.23,66,,0.05,0.15,0,2.5,Central Midfielder,0,0,0,0,0.73,2.79,0.29,0,0.44,0.44,1.76,3.52,2.64,8.66,14.83,0.44,1.32,0.59,0.59,25.25,9.25,3.23,3.23,9.69,5.87,6.46,18.94,13.07,0.59,0,0.44,0,0,0,0,1.62,73.30%,2.2,17.3,4.99,4.4,33.47,6.9,7.93,8.81,17.62,47.28,38.61,79.58,58.87,80.30%,73.90%,0.59,0.15,0.07,0,0.05,0.73,0.73,0.29,40.00%,28.60%,51.20%,50.00%,6.61
246,5mzh1ji7che42jnagg6xdqz11,,A. Mahamid,Anas Mahamid,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234946,Anas,Mahamid,Centre Forward,16,610,25,53.80%,1.92,0.44,0.15,0.89,1.48,0.44,0.44,21.10%,0.00%,0.74,21.54,0.15,63.90%,66.70%,8.00%,0.74,8,right,0.45,0.59,0,2.51,Centre Forward,0.44,0,0,0,0.59,0.44,1.33,0.15,0.74,1.03,1.77,1.33,8.7,7.23,17.26,0.74,5.61,0,0.15,9.74,11.8,2.95,1.92,5.61,12.39,4.87,17.41,5.02,1.03,0,0.74,0,0.01,0.15,0.59,1.48,33.30%,4.43,15.2,6.34,12.1,15.64,8.85,1.48,2.36,5.31,13.43,22.72,42.05,20.36,65.90%,71.70%,1.03,0.3,0.13,0.59,0.45,2.8,3.54,1.77,50.00%,6.70%,32.20%,39.40%,3.84
247,3hsoubkc41gbw0cflqyzx83u2,,R. Unger,Ron Unger,Right Back,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512535,Ron,Unger,Right Back,13,606,22,53.30%,4.46,0.89,0,0.15,2.38,1.93,2.38,0.00%,35.70%,2.08,13.51,0.15,70.80%,84.50%,13.90%,2.82,18,,0.03,0,0,0.59,Right Back,0,0,0,0,0.15,1.49,1.49,0,0.3,0.45,0.59,5.05,5.05,6.09,16.19,0.74,0.89,0,0,12.33,4.6,1.93,0.89,4.6,2.82,2.82,9.21,6.39,0.74,0.74,2.08,0,0,0,0,0.74,29.40%,2.52,18,5.2,6.68,16.19,6.24,5.64,5.2,15,28.51,29.26,62.38,36.24,78.70%,85.40%,0.74,0,0.11,0,0.03,0.59,0.74,0.15,20.00%,45.50%,50.00%,31.60%,4.75
248,8lxp365sp2j6k09uvz1303zhm,688552,A. Zargari,Aviel Zargari,Central Midfielder,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491394,Aviel,Zargari,Central Midfielder,13,605,21,20.00%,2.23,0.15,0,0.3,1.79,1.19,1.79,14.30%,50.00%,0.3,8.93,0.15,68.70%,78.90%,13.70%,3.72,23,left,0.06,0,0,2.53,Central Midfielder,0,0,0,0,0.6,1.34,0.3,0.15,0.89,0.6,0.6,3.12,3.12,6.69,12.94,0,0.6,0.3,0.74,17.7,6.4,1.19,0.3,3.12,4.02,1.49,9.52,5.5,0,0.15,0.3,0,0,0,0,0.45,33.30%,1.34,19.9,3.42,4.61,23.65,4.91,7.44,6.99,12.2,35.55,35.7,58.61,43.44,81.80%,69.70%,0,0,0.05,0.15,0.06,1.04,1.49,0.45,30.00%,35.00%,32.80%,20.00%,3.57
249,e5hecb7wjysyz5vvy1u8wbspg,,S. Turiel,Stav Turiel,Right Attacking Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512418,Stav,Turiel,Right Attacking Midfielder,16,594,23,75.00%,1.82,1.21,0,0.91,0.91,0.3,2.58,0.00%,22.00%,3.48,33.94,0,63.60%,71.50%,5.30%,0.91,24,,0.16,0,0.15,0.91,Right Attacking Midfielder,0,0,0,0,0,0.91,2.88,0,1.36,0.91,1.21,1.36,13.79,4.09,19.24,1.36,3.33,0.15,0.3,16.97,5.45,0.91,1.06,6.36,7.27,1.97,11.82,4.55,1.52,1.36,6.21,0.3,0.02,0,0.3,1.52,47.60%,3.18,17.4,11.67,18.48,23.79,16.67,1.97,4.24,8.48,23.03,31.36,56.82,31.52,73.10%,70.60%,1.52,0.15,0.2,0,0.16,1.97,2.42,1.06,43.80%,42.30%,53.80%,53.80%,3.48
250,2d1dzkrenq3lmy4fb687cqhud,454235,A. Karo,Andreas Karo,Right Centre Back,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,213933,Andreas,Karo,Right Centre Back,7,576,27,76.50%,2.66,0.78,0.16,0.16,2.34,3.59,1.25,0.00%,20.00%,0.78,3.75,0,42.00%,68.90%,25.00%,3.59,2,right,0.05,0.16,0.16,0.94,Right Centre Back,0,0,0,0,0.31,1.88,0.16,0,0.31,0.78,0.78,3.91,1.09,5.78,10.78,0.31,1.25,0.31,0.31,9.53,2.66,1.25,3.28,5.31,2.5,4.53,7.97,5.47,0.31,0.16,0.78,0,0,0,0,0,-,0,23.8,0.94,0.78,16.41,1.25,9.38,3.75,17.03,25.47,20.94,48.13,35,72.80%,75.00%,0.31,0,0.02,0,0.05,0.94,0.94,0.16,16.70%,50.00%,66.70%,72.40%,4.22
251,e1c4ikdx8kkq9g2unee6apjhl,287739,I. Oulad Omar,Imran Oulad Omar,Left Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,242421,Imran,Oulad Omar,Left Attacking Midfielder,16,575,26,80.00%,0.78,2.03,0.31,0.47,3.44,0,1.1,0.00%,19.40%,2.03,24.1,0.16,63.60%,77.80%,10.90%,1.57,21,both,0.2,0.31,0,0.94,Left Attacking Midfielder,0,0,0,0,0.16,0.63,2.66,0,1.25,1.1,1.41,1.88,8.77,7.83,18.47,2.03,1.41,0.31,0.47,21.29,4.38,0.63,0.63,4.23,6.42,1.25,8.61,2.19,2.35,1.1,5.63,0,0.01,0,0.31,1.1,46.70%,2.35,17.8,10.02,12.52,29.11,12.68,4.38,5.32,11.11,33.65,38.82,63.08,43.2,77.90%,80.00%,2.35,0.31,0.2,0,0.2,1.72,2.19,0.63,28.60%,50.00%,49.10%,50.00%,4.85
252,550frc37osjks0eimiyd7ldgq,,A. Lin,Aviv Lin,Defensive Midfielder,14142,Hapoel Hadera,Hapoel Hadera,HAD,c99ke5wvxc8gjsn1mt4n6y38v,Hapoel Hadera,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491383,Aviv,Lin,Defensive Midfielder,11,556,22,66.70%,0.97,0.16,0,0,1.13,3.4,1.46,0.00%,-,0,0.97,0,52.60%,75.00%,22.40%,1.78,6,,0,0,0,1.13,Defensive Midfielder,0,0,0,0,0.16,0.65,0,0,0,0.16,0,5.18,0,5.02,10.2,0,0.16,0.16,0.16,3.88,2.1,0.65,1.13,2.75,1.62,1.78,4.86,3.24,0,0,0,0,0,0,0,0.16,50.00%,0.32,20.6,0.65,0.81,7.77,0.65,4.53,0.97,9.87,19.26,16.35,38.36,27.52,70.00%,100.00%,0,0,0,0,0,0.16,0.16,0,0.00%,66.70%,56.70%,63.60%,3.56
253,3xj4igbzlq68uapr4bhxmv1sl,270035,L. Štor,Luka Stor,Centre Forward,2357,Maccabi Petah Tikva,M Petah Tikva,MPT,salasr5qer65t60k1e4c0vxf,Maccabi Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,430130,Luka,Stor,Centre Forward,8,552,25,60.00%,0.82,0.65,0.16,0.98,1.63,0.49,1.47,50.00%,25.00%,0.82,15.49,0,49.20%,55.10%,4.80%,0.33,7,right,0.12,0.33,0.33,0.49,Centre Forward,0,0,0,0,0,0.49,1.3,0.16,0.16,0,0.33,0.98,6.2,6.03,13.21,1.14,3.91,0,0.16,7.83,4.89,2.28,0.49,2.61,5.38,2.77,7.5,2.12,1.3,0.49,1.96,0,0,0,0,0.33,100.00%,0.33,15.6,4.89,7.01,14.67,8.64,1.96,1.47,7.66,12.07,15.49,33.26,20.38,59.20%,57.70%,1.3,0.16,0.15,0.33,0.12,0.65,0.98,0.65,66.70%,31.30%,34.80%,17.60%,3.59
254,5hctwbrno5mtcww4yudue6489,256989,H. Vaca,Henry Vaca,Right Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,201501,Henry,Vaca,Right Midfielder,12,548,26,57.10%,3.45,0.82,0,0.82,2.14,0.16,3.12,0.00%,28.60%,1.81,21.51,0,69.40%,74.40%,16.80%,3.12,21,,0.12,0.33,0,1.81,Right Midfielder,0,0,0,0,0.33,0.49,1.97,0,0.66,0.99,1.48,1.31,8.21,5.42,14.95,0.82,3.12,1.48,1.48,11.17,7.88,1.48,0,6.9,7.72,1.48,14.78,7.06,0.82,0.99,3.45,0.16,0,0,0,2.3,58.30%,3.94,19.1,7.55,9.69,15.44,9.85,0.66,2.63,5.42,17.41,22.01,47.3,23.49,74.10%,76.70%,0.82,0,0.1,0,0.12,1.31,1.64,0.33,20.00%,36.40%,46.70%,0.00%,4.11
255,19w3cqnbi2gueaoohx4snney2,669467,O. Niron,Omer Ya'akov Niron,Goalkeeper,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463680,Omer Ya'akov,Niron,Goalkeeper,6,540,23,100.00%,0.17,0.17,0,0,0,0.67,0.17,-,-,0,0,0,35.30%,-,53.80%,4.5,22,,0,0,0,0,Goalkeeper,0,0.17,0,0,0.17,0,0,0,0,0,0,8.67,0,0,8.67,0,0,0,0,2.83,0,0,0,0.17,0,0,0.17,0.17,0,0,0,0,0,0,0,0,-,0,35.6,0,0,9.5,0,9.5,0,16.83,15.33,14.67,34.5,23.83,64.30%,-,0,0,0,0,0,0,0,0,-,0.00%,100.00%,-,1.67
256,awpj7huikvi3rttrmji5v3384,,O. Almagor,Ohad Almagor,Left Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,647322,Ohad,Almagor,Left Attacking Midfielder,9,538,21,58.30%,4.01,0.84,0,0.33,1.67,0.67,2.84,10.00%,14.30%,2.68,21.91,0,68.30%,72.90%,12.60%,1.84,77,,0.1,0,0,2.01,Left Attacking Midfielder,0,0,0,0,0.17,1.17,1.51,0,0.5,0.84,1.84,2.68,9.2,4.85,16.73,1.34,3.18,0.67,0.84,11.04,8.2,1.17,0.33,6.36,7.53,1.51,14.55,7.03,1.51,0.67,4.68,0.5,0.01,0.17,0.33,1.34,32.00%,4.18,18.7,6.69,10.2,15.39,9.2,1.17,1.84,4.35,15.22,21.58,46,21.25,71.70%,74.10%,1.51,0.17,0.11,0.17,0.1,1.67,1.84,0.84,45.50%,30.80%,43.70%,22.20%,3.51
